county,hospital_name,transit_options,num_transit_options
San Mateo,San Mateo Respite,"['Grand Ave & Maple Ave', 'Linden Ave & Miller Ave', 'Linden Ave & California Ave', 'Grand Ave & Spruce Ave', 'Grand Ave & Linden Ave', 'Grand Ave & Maple Ave', 'Grand Ave & Maple Ave', 'Linden Ave & Miller Ave', 'Linden Ave & Miller Ave', 'Airport Blvd & E Grand Ave', 'Airport/Baden', 'Grand Ave & Airport Blvd', 'California Ave & Linden Ave', 'Linden Ave & Aspen Ave', 'California Ave & Linden Ave', 'Linden Ave & California Ave', 'Linden Ave & California Ave', 'Grand Ave & Spruce Ave', 'Spruce Ave & Baden Ave', 'S Spruce Ave & Railroad Ave']",20
San Mateo,Sequoia Hospital,"['Alameda de las Pulgas & Whipple Ave', 'Edgewood Rd & Scenic Dr', 'Alameda de las Pulgas & Whipple Ave', 'Alameda de las Pulgas & Whipple Ave', 'Edgewood Rd & Scenic Dr', 'Whipple Ave & Nevada St', 'Edgewood Rd & Scenic Dr', 'Alameda de las Pulgas & Westgate St', 'Alameda de las Pulgas & Westgate St', 'Alameda de las Pulgas & Eaton Ave', 'Whipple Ave & Copley Ave', 'Alameda de las Pulgas & Saint Francis Way', 'Clifford Ave & Victoria Mnr-Clifford ES', 'Alameda de las Pulgas & Harding Ave', 'Whipple Ave & Iris St', 'Alameda de las Pulgas & Harding Ave', 'Alameda de las Pulgas & Hill Way']",17
San Mateo,Kaiser Permanente South San Francisco Medical Center,"['South San Francisco', 'El Camino Real & Kaiser Hospital', 'Mission Rd & Holly Ave', 'Grand Ave & Willow Ave', 'Arroyo Dr & Indio Dr', '1200 El Camino Real-Kaiser Med Ctr South SF', 'ECR & Kaiser', 'El Camino Real & Kaiser Hospital', 'ERC & Kaiser SB', 'Mission Rd & Holly Ave', 'Mission Rd & Holly Ave', 'Camaritas Ave & Del Paso Dr', 'Camaritas Ave & Del Paso Dr', 'Camaritas Ave & Del Paso Dr', 'Camaritas Ave & Del Paso Dr', 'El Camino Real & Alta Loma Stairway', 'El Camino/Arroyo', 'Camaritas Ave & El Campo Dr', 'Camaritas Ave & El Campo Dr', 'Arroyo Dr & El Camino Real']",20
San Mateo,UCSF Health Saint Francis Hospital,"['Powell Street', 'California Blvd & Van. Ness', 'Powell St & Market St', 'Post St & Grant Ave', 'Leavenworth St & Bush St', 'Hyde St & California St', 'Sutter St & Leavenworth St', 'California St & Leavenworth St', 'Sacramento St & Leavenworth St', 'Leavenworth St & Post St', 'Polk St & Pine St', 'Sutter St & Polk St', 'Post St & Jones St', 'Hyde St & Clay St', 'Geary Blvd & Leavenworth St', 'Clay St & Leavenworth St', 'Post St & Polk St', 'Polk St & Sacramento St', 'Van Ness Ave & Sutter St', ""O'Farrell St & Leavenworth St""]",20
San Mateo,San Mateo County Mental Health- Pre to three/ Child Welfare Programs,"['Alameda de las Pulgas & W 20th Ave', 'Alameda de las Pulgas & W 20th Ave', 'Alameda de las Pulgas & W 20th Ave', '20th Ave & Alameda de las Pulgas', 'Borel MS-Borel Ave Bay 3', 'Borel MS-Borel Ave Bay 2', 'Borel MS-Borel Ave Bay 1', 'Alameda de las Pulgas & Barneson Ave', 'Alameda de las Pulgas & Alta Ave', 'Barneson Ave & Rhus St', 'Alameda de las Pulgas & 24th Ave', 'Alameda de las Pulgas & MacArthur Ave', 'Alameda de las Pulgas & 26th Ave', 'Alameda de las Pulgas & 26th Ave', 'Alameda de las Pulgas & 26th Ave', 'Alameda de las Pulgas & Castilian Way-Aragon HS', 'Alameda de las Pulgas & Parkside Way', 'Alameda de las Pulgas & Portola Dr', 'Alameda de las Pulgas & Portola Dr']",19
San Mateo,Extended Care (MPEC): Mills Health Center: Sutter Health Affiliate,"['2nd Ave & S San Mateo Dr', '1st Ave & B St', 'El Camino Real & 2nd Ave', 'S San Mateo Dr & 2nd Ave', '1st Ave & B St.', 'San Mateo Caltrain Station', 'San Mateo Station', 'El Camino Real & 2nd Ave', 'El Camino Real & 2nd Ave', 'S San Mateo Dr & E 4th Ave', 'E 4th Ave & S Ellsworth Ave', 'El Camino Real & El Cerrito Ave', '4th Ave & El Camino Real-San Mateo', 'S Delaware St & Cypress Ave', '4th Ave. & El Camino Real-San Mateo', 'S Delaware St & 2nd Ave', 'El Camino Real & 4th Ave', 'El Camino Real & E 5th Ave', 'S Delaware St & 3rd Ave', 'El Camino Real & Tilton Ave']",20
San Mateo,Kindred Hospital San Francisco Bay Area,"['Bancroft Av:146th Av', 'Bancroft Av & Jefferson Center School', '14341 Bancroft Av (Opp. Jefferson Center School)', 'Bancroft Av:141st Av', 'Bancroft Av & 146th Av', 'Bancroft Av & 146th Av', 'Bancroft Av & 141st Av', 'Bancroft Av & 141st Av', 'Bancroft Av & 148th Av', 'E 14th St & 145th Av', 'E 14th St & 143rd Av', 'E 14th St & 144th Av', 'Fairmont Dr & Juvenile Hall', 'E 14th St:141st Av', 'E 14th St & 141st Av', 'E 14th St & 141st Av', 'E 14th St:148th Av', 'E 14th St & 148th Av', 'Bancroft Av & Dennis Av (Nazarene Church)', 'Bancroft Av & 136th Av']",20
Shasta,Shasta Regional Medical Center,"['Redding Station', 'Redding Amtrak Bus Stop', 'Placer at East', 'Trinity at Liberty', 'East St at Butte St', 'Continental St at Butte St', 'Placer St at East St', 'Placer St at Continental St', 'Placer St at Continental St', 'East St at Placer St', 'Redding Area Bus Authority - (RABA) Downtown Transit Center', 'Trinity St at Liberty St', 'Trinity St at Liberty St', 'Sequoia St at Placer St', 'Trinity St at California St', 'Sequoia St at Sacramento St', 'Trinity St at California St', 'East St at Lincoln St', 'Court St at Butte St', 'Court St at Shasta St']",20
Shasta,Mercy Medical Center Redding,"['Rosaline at West', 'Airpark Dr at Rosaline Ave', 'Rosaline at West', 'Rosaline Ave at West St', 'Sheridan St at Court St', 'West St at Linden Ave', 'Airpark Dr at Rosaline Ave', 'Airpark at Rosaline at (Mercy Medical Center)', 'Railroad Ave at Sheridan St', 'Railroad Ave at Logan St', 'Court St at Sonoma St', 'Court St at Sonoma St', '2510 Airpark Dr', 'Market at California at (Auto Spa Car Wash)', 'Railroad Ave at Laurel Ave', 'S. Market St at Parkview Ave (FS)', '2525 Airpark Dr', 'S. Market St at Grange St', 'Court St at Gold St', 'Court St at Gold St']",20
Shasta,Shasta Regional Medical Center: Emergency Room,"['Redding Station', 'Redding Amtrak Bus Stop', 'Placer at East', 'Trinity at Liberty', 'East St at Butte St', 'Placer St at East St', 'Continental St at Butte St', 'Placer St at Continental St', 'East St at Placer St', 'Placer St at Continental St', 'Redding Area Bus Authority - (RABA) Downtown Transit Center', 'Trinity St at Liberty St', 'Sequoia St at Placer St', 'Trinity St at Liberty St', 'Sequoia St at Sacramento St', 'Trinity St at California St', 'Trinity St at California St', 'East St at Lincoln St', 'Lincoln St at S. Market St', 'Court St at Butte St']",20
Shasta,Mercy Medical Center Mt. Shasta,"['Cross Petroleum', 'Mercy Hospital', 'Cold Creek Inn', 'Valley Pacific', 'Dr. Centeno, DDS.', 'Dignity Health', 'Mt. Shasta Veterinarian Clinic', 'Mt. Shasta Shopping Center']",8
Shasta,Vibra Hospital of Northern California,"['Eureka Way at Whiskeytown Ct', 'Eureka Way at Overhill Dr', 'Eureka Way at Pioneer Dr', 'Eureka Way at Walnut Ave', 'Eureka Way at Sunset Dr', 'Orange Ave at Eureka Way', 'Orange Ave at Shasta St', 'Placer St at Mesa St', 'Placer St at Mesa St', 'Eureka Way at Magnolia Ave', 'Placer St at Mesa St']",11
Shasta,Shasta Community Health Center: Main Campus,"['Redding Station', 'Redding Amtrak Bus Stop', 'Placer at East', 'Placer St at Continental St', 'Placer St at Continental St', 'Placer St at East St', 'East St at Placer St', 'East St at Butte St', 'Continental St at Butte St', 'Sequoia St at Sacramento St', 'Sequoia St at Placer St', 'East St at Lincoln St', 'Sequoia St at Lowe St', 'Redding Area Bus Authority - (RABA) Downtown Transit Center', 'Lincoln St at S. Market St', 'Cypress Ave at Pine St', 'Trinity at Liberty', 'Trinity St at Liberty St', 'Park Marina Dr at Sundial Bridge Dr', 'Trinity St at Liberty St']",20
Shasta,Shasta Regional Medical Group,"['Redding Station', 'Redding Amtrak Bus Stop', 'Trinity at Liberty', 'Placer at East', 'East St at Butte St', 'Continental St at Butte St', 'Trinity St at Liberty St', 'Trinity St at Liberty St', 'Placer St at East St', 'Placer St at Continental St', 'Placer St at Continental St', 'East St at Placer St', 'Trinity St at California St', 'Trinity St at California St', 'Redding Area Bus Authority - (RABA) Downtown Transit Center', 'Sequoia St at Placer St', 'Court St at Shasta St', 'Sequoia St at Sacramento St', 'Court St at Butte St', 'Court St at Shasta St']",20
Shasta,Shasta Community Health Center: Enterprise,"['Churn Creek Rd at Cypress Ave', 'Churn Creek Rd at Industrial St', 'Churn Creek Rd at Cypress Ave', 'Churn Creek Rd at Wall St', 'Churn Creek Rd at Cypress Ave', 'Churn Creek Rd at Mistletoe Ln', 'Hilltop Dr at Commerce St', 'Churn Creek Rd at Mistletoe Ln', 'Churn Creek Rd at Maraglia St', 'Hilltop Dr at Commerce St', 'Hilltop Dr at Commerce St', 'Hilltop Dr at Industrial St', 'Hilltop Dr at Mistletoe Ln', 'Victor Ave at Cascade Ln', 'Hilltop Dr at Mistletoe Ln', 'Victor Ave at Lazelle Ct', 'Victor Ave at E. Cypress Ave', 'Victor Ave at Cypress Ave', 'Victor Ave at Cypress Ave', 'Maraglia St e/o Hilltop Dr']",20
Shasta,Patients Hospital,"['Eureka Way at Overhill Dr', 'Eureka Way at Whiskeytown Ct', 'Eureka Way at Sunset Dr', 'Eureka Way at Pioneer Dr', 'Eureka Way at Walnut Ave', 'Buenaventura Blvd at Eureka Way', 'Buenaventura at Eureka at (Tops Market)', 'Buenaventura Blvd at Lakeside Dr']",8
Shasta,Shasta Community Health Center: Shasta Lake,"['Shasta Dam Blvd at Montana Ave', 'Shasta Dam Blvd at Locust Ave (FS)', 'Shasta Dam Blvd at Hardenbrook Ave (FS)', 'Shasta Dam Blvd at Hardenbrook Ave', 'Shasta Dam Blvd at Farmers Marketplace (MB)', 'Shasta Dam Blvd at Givan St', 'Shasta Dam Blvd at Median Ave', 'Shasta Dam Blvd and Grand River Ave (NS)']",8
Shasta,Dignity Health Medical Center Building,"['Airpark Dr at Sonoma St', 'Airpark Dr at Gold St', 'Airpark Dr at Rosaline Ave', 'Airpark Dr at Sonoma St', 'Airpark Dr at Sonoma St', '2525 Airpark Dr', 'Airpark Dr at Gold St', 'Airpark Dr at Gold St', '2510 Airpark Dr', 'Airpark at Rosaline at (Mercy Medical Center)', 'Airpark Dr at Rosaline Ave', 'Placer St at Mesa St', 'Rosaline at West', 'Placer St at Mesa St', 'Placer St at Mesa St', 'Rosaline Ave at West St', 'Rosaline at West', 'Sheridan St at Court St', 'Court St at Sonoma St', 'West St at Linden Ave']",20
Alameda,Alameda Hospital,"[""Alameda South Shore Center:Kohl's"", ""Alameda South Shore Center & Kohl's"", ""Alameda South Shore Center & Kohl's"", 'Otis Dr:Willow St', 'Willow St:Franciscan Way', 'Otis Dr & Willow St', 'Willow St & Sandcreek Way', 'Whitehall Pl & Willow St', 'Whitehall Pl & Willow St', 'Otis Dr & S Shore Ctr', '2217 Otis Dr', 'Encinal Av & Chestnut St', 'Encinal Av & Chestnut St', 'Willow St & Franciscan Way', 'Willow St & Franciscan Way', 'Willow St:Shoreline Dr', 'Encinal Av & Walnut St (Alameda High School)', 'Encinal Av & Alameda High School', 'Willow St & Shoreline Dr', 'Willow St & Shoreline Dr']",20
Alameda,Highland Hospital,"['14th Av:Vallecito Pl', '14th Av:E 26th St', '23rd Av:E 30th St', 'Ardley Av:E 32nd St', '23rd Av:E 29th St', 'MacArthur Blvd:Randolph Av', 'Park Blvd:MacArthur Blvd (Oakland High School)', 'E 31st St & Stuart St (Highland Hospital)', 'E 31st St & Stuart St (Opp. Highland Hospital)', 'E 31st St & Beaumont Av (14th Av Jctn)', 'Beaumont Av & E 31st St', '14th Av & E 29th St', '14th Av & E 31st St', '14th Av & 19th Av', 'E 31st St & Vallecito Pl', 'MacArthur Blvd & Beaumont Av', 'Beaumont Av & MacArthur Blvd', '14th Av & Vallecito Pl', '14th Av & Vallecito Pl', '13th Av & E 31st St']",20
Alameda,San Leandro Hospital,"['E 14th St:San Leandro Blvd', 'E 14th St:141st Av', 'Bancroft Av:141st Av', 'Bancroft Av:San Leandro High School', 'E 14th St & San Leandro Hospital', 'E 14th St & San Leandro Blvd', 'E 14th St:San Leandro Blvd', 'E 14th St & 141st Av', 'E 14th St & 141st Av', 'Bancroft Av & 136th Av', 'Bancroft Av & 141st Av', 'Bancroft Av & 141st Av', 'E 14th St & 143rd Av', 'Bancroft Av & San Leandro High School', 'Bancroft Av:San Leandro High School', 'E 14th St & Cornwall Way', 'E 14th St & 144th Av', '14341 Bancroft Av (Opp. Jefferson Center School)', 'E 14th St & Blossom Way', 'Bancroft Av & Jefferson Center School']",20
Alameda,Alameda Health System : Emergency Room,"['14th Av:Vallecito Pl', '14th Av:E 26th St', '14th Av:E 24th St', 'Park Blvd:MacArthur Blvd (Oakland High School)', 'E 24th St:12th Av', '23rd Av:E 30th St', 'E 31st St & Stuart St (Highland Hospital)', 'E 31st St & Stuart St (Opp. Highland Hospital)', 'E 31st St & Vallecito Pl', '14th Av & E 29th St', '14th Av & 19th Av', 'E 31st St & Beaumont Av (14th Av Jctn)', 'Beaumont Av & E 31st St', '13th Av & E 31st St', '14th Av & E 31st St', '14th Av & Vallecito Pl', '13th Av & Bella Vista Av', '14th Av & Vallecito Pl', 'MacArthur Blvd & Beaumont Av', '13th Av & E 27th St']",20
Alameda,Alameda County Medical Center,"['Southland Dr:California Bank (Southland Mall)', 'W Winton Av:Wright Dr', 'Hesperian Blvd:W Winton Av', 'Southland Dr & California Bank (Southland Mall)', 'Southland Dr & California Bank (Southland Mall)', 'Hesperian Blvd & West St', 'Hesperian Blvd & Southland Dr', 'Southland Dr & La Playa Dr', 'Hesperian Blvd & Middle Ln', 'Hesperian Blvd & La Playa Dr', 'W Winton Av & Wright Dr', 'W Winton Av & Wright Dr', 'Hesperian Blvd & W Winton Av', 'Hesperian Blvd & W Winton Av', 'Chabot College', 'Chabot College', 'W Winton Av:Santa Clara St', 'W Winton Av & Santa Clara St', 'W Winton Av & Santa Clara St', 'Santa Clara St:Ocie Way']",20
Alameda,St. Rose Hospital,"['W Tennyson Rd:Calaroga Av (St. Rose Hospital)', 'Gomer St:Underwood Av', 'W Tennyson Rd & Calaroga Av (St. Rose Hospital)', 'W Tennyson Rd & Calaroga Av (St. Rose Hospital)', 'Gomer St & Underwood Av', 'Gomer St & Underwood Av', 'Patrick Av:Roosevelt Av', 'Patrick Av & Roosevelt Av', 'W Tennyson Rd & Hesperian Blvd (Kaiser Hospital)', 'Gomer St:Patrick Av', 'Patrick Av & Roosevelt Av', 'Patrick Av & W Tennyson Rd', 'Gomer St & Patrick Av', 'Gomer St & Patrick Av', 'Hesperian Blvd & Bolero Av', 'Underwood Av:Inglewood St', 'Hesperian Blvd & Tennyson Rd', 'Underwood Av & Inglewood St', 'Hesperian Blvd & W Tennyson Rd', 'Hesperian Blvd & Bolero Av']",20
Alameda,Alta Bates Summit Medical Center | Summit Campus,"['MacArthur Station', 'Broadway:30th St', 'Telegraph Av:34th St', 'Broadway:28th St', 'Broadway:W MacArthur Blvd', 'W MacArthur Blvd:Piedmont Av', 'Broadway & Hawthorne Av', 'Broadway & Piedmont Av', 'Broadway & 30th St', 'Broadway & 30th St', 'Telegraph Av & 34th St', 'Telegraph Av & 34th St', 'Broadway & Mosswood Park', 'Telegraph Av & 30th St', 'Broadway & Kaiser Hospital Entrance', 'Telegraph Av & 30th St', 'Broadway & W MacArthur Blvd', 'Broadway & 28th St', 'Martin Luther King Jr Way:34th St', 'Broadway & 28th St']",20
Alameda,City of Alameda Health Care District,"['Park St:Santa Clara Av', 'Santa Clara Av:Oak St', 'Park St:Encinal Av', 'Santa Clara Av:Walnut St', 'Buena Vista Av:Park St', 'Encinal Av:Broadway', 'Park St:San Jose Av', 'Park St & Santa Clara Av', 'Santa Clara Av & Park St', 'Santa Clara Av & Park St', 'Park St:Santa Clara Av', 'Santa Clara Av & Everett St', 'Santa Clara Av & Oak St', 'Santa Clara Av & Oak St', 'Park St & Encinal Av', 'Park St & Encinal Av', 'Encinal Av & Park Av W', 'Encinal Av & Park Av', 'Park St & Encinal Av', 'Santa Clara Av & Broadway']",20
Alameda,Kindred Hospital San Francisco Bay Area,"['Bancroft Av:146th Av', 'Bancroft Av & Jefferson Center School', '14341 Bancroft Av (Opp. Jefferson Center School)', 'Bancroft Av:141st Av', 'Bancroft Av & 146th Av', 'Bancroft Av & 146th Av', 'Bancroft Av & 141st Av', 'Bancroft Av & 141st Av', 'Bancroft Av & 148th Av', 'E 14th St & 145th Av', 'E 14th St & 143rd Av', 'E 14th St & 144th Av', 'Fairmont Dr & Juvenile Hall', 'E 14th St:141st Av', 'E 14th St & 141st Av', 'E 14th St & 141st Av', 'E 14th St:148th Av', 'E 14th St & 148th Av', 'Bancroft Av & Dennis Av (Nazarene Church)', 'Bancroft Av & 136th Av']",20
Alameda,Eden Medical Center,"['Lake Chabot:Eden Medical Center', 'Lake Chabot & Eden Medical Center', 'Stanton Av:Carlton Av', 'Castro Valley Blvd:Lake Chabot Rd', 'Lake Chabot & Eden Medical Center', 'Somerset Av & Sprague Ct', 'Somerset Av & Stanton Av', 'Stanton Av:Acorn St', 'Somerset Av & Bernal St', 'Stanton Av & Carlton Av', 'Stanton Av & Carlton Av', 'Lake Chabot Rd & Castro Valley Blvd', 'Castro Valley Blvd & Lake Chabot Rd', 'Castro Valley Blvd & Lake Chabot Rd', 'Castro Valley Blvd & Wisteria St', 'Castro Valley Blvd & Baker Rd', 'Stanton Av & Acorn St', 'Stanton Av & Acorn St', 'Castro Valley Blvd & Anita Av', 'Castro Valley Blvd:San Miguel Av']",20
Alameda,Kaiser Foundation Hospital-San Leandro,"['Kaiser Hospital San Leandro', 'Merced St:Fairway Dr', 'Merced St:Marina Blvd', 'Kaiser Hospital San Leandro', 'San Leandro Medical Center', 'Kaiser Hospital San Leandro', 'Fairway at Miller (Kaiser)', 'Merced St & Fairway Dr', 'Merced at Fairway', 'Merced St & Railroad Crossing (Near W Ave. 140th)', 'Merced St & W Avenue 140th', 'Merced St & Marina Blvd', 'Merced St:Cedar Av', 'Merced at Marina', 'Marina at Verna Court', 'Merced St & Cedar Av', 'Merced St & Cedar Av', 'Marina at Teagarden (Marina Square)', 'Marina at Teagarden (Marina Square)', 'Teagarden Before Aladdin']",20
Alameda,San Leandro Hospital: Emergency Room,"['E 14th St:San Leandro Blvd', 'E 14th St:141st Av', 'Bancroft Av:141st Av', 'Bancroft Av:San Leandro High School', 'E 14th St & San Leandro Hospital', 'E 14th St & San Leandro Blvd', 'E 14th St:San Leandro Blvd', 'E 14th St & 141st Av', 'E 14th St & 141st Av', 'Bancroft Av & 136th Av', 'Bancroft Av & 141st Av', 'Bancroft Av & 141st Av', 'Bancroft Av & San Leandro High School', 'E 14th St & 143rd Av', 'E 14th St & Cornwall Way', 'Bancroft Av:San Leandro High School', 'E 14th St & Blossom Way', '14341 Bancroft Av (Opp. Jefferson Center School)', 'E 14th St & 144th Av', 'Bancroft Av & Jefferson Center School']",20
Alameda,Alta Bates ER,"['MacArthur Station', 'Telegraph Av:34th St', 'Broadway:30th St', 'Broadway:W MacArthur Blvd', 'W MacArthur Blvd:Piedmont Av', 'Broadway & Piedmont Av', 'Broadway & Hawthorne Av', 'Broadway & Mosswood Park', 'Broadway & Kaiser Hospital Entrance', 'Broadway & W MacArthur Blvd', 'Telegraph Av & 34th St', 'Broadway & 30th St', 'Telegraph Av & 34th St', 'W MacArthur Blvd & Broadway (Kaiser Hospital)', 'W MacArthur Blvd & Howe St', 'Broadway & 30th St', 'Broadway & W MacArthur Blvd', 'W MacArthur Blvd & Piedmont Av', 'Telegraph Av & 30th St', 'W MacArthur Blvd & Piedmont Av']",20
Alameda,Fairmont Hospital - Human Resources,"['Fairmont Dr:Foothill Blvd', 'Fairmont Dr:Lark St', 'Fairmont Dr:Crosswalk', 'Fairmont Dr & Foothill Blvd', 'Fairmont Dr & Foothill Blvd', 'Fairmont Dr & Liberty St', 'Fairmont Dr & 152nd Av', '2060 Fairmont Dr (Alameda County Medical Center)', 'Fairmont Dr & Crosswalk', 'Fairmont Dr & Lark St', 'Fairmont Dr & Lark St', 'Fairmont Dr & Crosswalk', 'Fairmont Dr & E 14th St', 'Fairmont Dr & Juvenile Hall', 'E 14th St & 153rd Av', 'E 14th St:Bayfair Dr', 'E 14th St & Bayfair Dr', 'E 14th St & Fairmont Dr', 'E 14th St & Bayfair Dr', 'E 14th St:150th Av']",20
Alameda,Providence Hospital,"['Broadway:30th St', 'Telegraph Av:34th St', 'Broadway:28th St', 'Telegragh Av:27th St', 'Martin Luther King Jr Way:31st St', 'Broadway & 30th St', 'Broadway & 30th St', 'Broadway & Hawthorne Av', 'Telegraph Av & 30th St', 'Broadway & Piedmont Av', 'Telegraph Av & 30th St', 'Telegraph Av & 34th St', 'Telegraph Av & 34th St', 'Broadway & 28th St', 'Broadway & 28th St', 'Martin Luther King Jr Way:29th St', 'Broadway & Mosswood Park', 'Telegraph Av & 27th St', 'Broadway & 27th St', 'Martin Luther King Jr Way:34th St']",20
Alameda,Alta Bates Summit Medical Center | Herrick Campus,"['Downtown Berkeley', 'Shattuck Av:Dwight Way', 'Shattuck Av:Durant Av', 'Shattuck Av:Parker St', 'Dwight Way:Martin Luther King Jr Way', 'Martin Luther King Jr Way:Dwight Way', 'Martin Luther King Jr Way:Channing Way', 'Martin Luther King Jr Way:Parker St', 'Shattuck Av:Derby St', 'Martin Luther King Jr Way:Bancroft Way', 'Dwight Way:Grant St', 'Martin Luther King Jr Way:Derby St', 'Haste St & Shattuck Av', 'Shattuck Av & Dwight Way', 'Dwight Way & Milvia St', 'Haste St & Milvia St', 'Shattuck Av & Dwight Way', 'Shattuck Av & Haste St', 'Channing at Shattuck', 'Shattuck at Durant']",20
Alameda,Washington Hospital Healthcare System,"['Fremont', 'Civic Center Dr:Mowry Av (Washington Hospital)', 'Civic Center Dr:BART Way', 'Mowry Av:Paseo Padre Pkwy', 'Paseo Padre Pkwy:Mowry Av', 'Walnut Av:Paseo Padre Pkwy', 'Mowry Av:Bonner Av', 'Civic Center Dr & Mowry Av (Washington Hospital)', 'Civic Center Dr & Mowry Av (Washington Hospital)', 'Mowry Av & Parkside Dr (Washington Hosp.Emer.Ent.)', 'Mowry Av & Parkside Dr', 'Fremont Station', 'Civic Center Dr & BART Way', 'Fremont BART', 'Fremont BART', 'Fremont BART', 'Fremont BART', 'Fremont BART', 'Fremont BART Station', 'Fremont BART']",20
